model,dataset,layer_name,layer_idx,method,error,ft_method,cos_sim
T5-Large,paws,transformer.decoder.block.16.layer.0.SelfAttention.o.weight,307,Cov (n=1000),0.0009129047393798,standard,0.9990870952606202
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,EigenCov,0.793685793876648,standard,0.20631420612335205
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,Identity,0.958240270614624,standard,0.04175972938537598
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,Cov (n=1),0.0705150961875915,standard,0.9294849038124084
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,Cov (n=10),0.0036589503288269,standard,0.9963410496711731
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,Cov (n=100),0.0001494884490966,standard,0.9998505115509034
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,Cov (n=500),4.911422729492188e-05,standard,0.9999508857727051
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.q.weight,308,Cov (n=1000),0.0002697706222534,standard,0.9997302293777466
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,EigenCov,0.6127981543540955,standard,0.38720184564590454
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,Identity,0.8751116394996643,standard,0.1248883605003357
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,Cov (n=1),0.2594127058982849,standard,0.7405872941017151
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,Cov (n=10),0.0176015496253967,standard,0.9823984503746033
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,Cov (n=100),0.001607060432434,standard,0.998392939567566
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,Cov (n=500),0.0002261400222778,standard,0.9997738599777222
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.k.weight,309,Cov (n=1000),0.0007284283638,standard,0.9992715716362
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,EigenCov,0.5256500244140625,standard,0.4743499755859375
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,Identity,0.8751116394996643,standard,0.1248883605003357
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,Cov (n=1),0.2594127058982849,standard,0.7405872941017151
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,Cov (n=10),0.0176015496253967,standard,0.9823984503746033
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,Cov (n=100),0.001607060432434,standard,0.998392939567566
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,Cov (n=500),0.0002261400222778,standard,0.9997738599777222
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.v.weight,310,Cov (n=1000),0.0007284283638,standard,0.9992715716362
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,EigenCov,0.6735208034515381,standard,0.3264791965484619
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,Identity,0.9429002404212952,standard,0.057099759578704834
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,Cov (n=1),0.3566832542419433,standard,0.6433167457580566
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,Cov (n=10),0.0361678004264831,standard,0.9638321995735168
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,Cov (n=100),0.002481997013092,standard,0.997518002986908
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,Cov (n=500),0.0004947185516357,standard,0.9995052814483643
T5-Large,paws,transformer.decoder.block.16.layer.1.EncDecAttention.o.weight,311,Cov (n=1000),0.0023001432418823,standard,0.9976998567581177
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,EigenCov,0.7609219551086426,standard,0.23907804489135742
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,Identity,0.9610061049461364,standard,0.038993895053863636
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,Cov (n=1),0.0672550797462463,standard,0.9327449202537537
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,Cov (n=10),0.0032704472541809,standard,0.9967295527458191
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,Cov (n=100),0.0001369714736938,standard,0.9998630285263062
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,Cov (n=500),4.5180320739746094e-05,standard,0.9999548196792603
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wi.weight,312,Cov (n=1000),0.0002283453941345,standard,0.9997716546058655
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,EigenCov,0.8528450131416321,standard,0.14715498685836792
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,Identity,0.9736003279685974,standard,0.026399672031402588
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,Cov (n=1),0.1123570799827575,standard,0.8876429200172425
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,Cov (n=10),0.0063601732254028,standard,0.9936398267745972
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,Cov (n=100),0.0003092288970947,standard,0.9996907711029053
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,Cov (n=500),0.0001019239425659,standard,0.9998980760574341
T5-Large,paws,transformer.decoder.block.16.layer.2.DenseReluDense.wo.weight,313,Cov (n=1000),0.0008914470672607,standard,0.9991085529327393
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,EigenCov,0.7454081177711487,standard,0.2545918822288513
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,Identity,0.960080862045288,standard,0.039919137954712025
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,Cov (n=1),0.0690168142318725,standard,0.9309831857681274
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,Cov (n=10),0.0034114718437194,standard,0.9965885281562806
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,Cov (n=100),0.0001461505889892,standard,0.9998538494110109
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,Cov (n=500),4.857778549194336e-05,standard,0.9999514222145081
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.q.weight,314,Cov (n=1000),0.0002449750900268,standard,0.9997550249099731
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,EigenCov,0.7787799835205078,standard,0.2212200164794922
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,Identity,0.960080862045288,standard,0.039919137954712025
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,Cov (n=1),0.0690168142318725,standard,0.9309831857681274
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,Cov (n=10),0.0034114718437194,standard,0.9965885281562806
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,Cov (n=100),0.0001461505889892,standard,0.9998538494110109
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,Cov (n=500),4.857778549194336e-05,standard,0.9999514222145081
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.k.weight,315,Cov (n=1000),0.0002449750900268,standard,0.9997550249099731
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,EigenCov,0.8610917329788208,standard,0.1389082670211792
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,Identity,0.960080862045288,standard,0.039919137954712025
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,Cov (n=1),0.0690168142318725,standard,0.9309831857681274
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,Cov (n=10),0.0034114718437194,standard,0.9965885281562806
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,Cov (n=100),0.0001461505889892,standard,0.9998538494110109
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,Cov (n=500),4.857778549194336e-05,standard,0.9999514222145081
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.v.weight,316,Cov (n=1000),0.0002449750900268,standard,0.9997550249099731
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,EigenCov,0.6792024374008179,standard,0.32079756259918213
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,Identity,0.9553876519203186,standard,0.044612348079681396
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,Cov (n=1),0.1438651084899902,standard,0.8561348915100098
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,Cov (n=10),0.0083733201026916,standard,0.9916266798973083
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,Cov (n=100),0.0004138350486755,standard,0.9995861649513245
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,Cov (n=500),9.065866470336914e-05,standard,0.9999093413352966
T5-Large,paws,transformer.decoder.block.17.layer.0.SelfAttention.o.weight,317,Cov (n=1000),0.001066505908966,standard,0.998933494091034
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,EigenCov,0.7678175568580627,standard,0.23218244314193726
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,Identity,0.957204818725586,standard,0.04279518127441395
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,Cov (n=1),0.0706563591957092,standard,0.9293436408042908
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,Cov (n=10),0.0036994218826293,standard,0.9963005781173707
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,Cov (n=100),0.0001599192619323,standard,0.9998400807380677
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,Cov (n=500),4.798173904418945e-05,standard,0.9999520182609558
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.q.weight,318,Cov (n=1000),0.000325322151184,standard,0.999674677848816
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,EigenCov,0.6108980178833008,standard,0.3891019821166992
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,Identity,0.8751116394996643,standard,0.1248883605003357
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,Cov (n=1),0.2594127058982849,standard,0.7405872941017151
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,Cov (n=10),0.0176015496253967,standard,0.9823984503746033
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,Cov (n=100),0.001607060432434,standard,0.998392939567566
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,Cov (n=500),0.0002261400222778,standard,0.9997738599777222
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.k.weight,319,Cov (n=1000),0.0007284283638,standard,0.9992715716362
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,EigenCov,0.6313362121582031,standard,0.3686637878417969
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,Identity,0.8751116394996643,standard,0.1248883605003357
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,Cov (n=1),0.2594127058982849,standard,0.7405872941017151
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,Cov (n=10),0.0176015496253967,standard,0.9823984503746033
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,Cov (n=100),0.001607060432434,standard,0.998392939567566
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,Cov (n=500),0.0002261400222778,standard,0.9997738599777222
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.v.weight,320,Cov (n=1000),0.0007284283638,standard,0.9992715716362
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,EigenCov,0.7250175476074219,standard,0.2749824523925781
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,Identity,0.9488584399223328,standard,0.051141560077667236
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,Cov (n=1),0.4257155060768127,standard,0.5742844939231873
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,Cov (n=10),0.029828667640686,standard,0.970171332359314
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,Cov (n=100),0.0022158026695251,standard,0.9977841973304749
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,Cov (n=500),0.0004017949104309,standard,0.9995982050895691
T5-Large,paws,transformer.decoder.block.17.layer.1.EncDecAttention.o.weight,321,Cov (n=1000),0.0011698007583618,standard,0.9988301992416382
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,EigenCov,0.7050447463989258,standard,0.2949552536010742
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,Identity,0.9601650834083556,standard,0.0398349165916444
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,Cov (n=1),0.0645087957382202,standard,0.9354912042617798
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,Cov (n=10),0.003217339515686,standard,0.996782660484314
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,Cov (n=100),0.0001371502876281,standard,0.9998628497123719
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,Cov (n=500),4.380941390991211e-05,standard,0.9999561905860901
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wi.weight,322,Cov (n=1000),0.0002724528312683,standard,0.9997275471687317
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,EigenCov,0.7778167724609375,standard,0.2221832275390625
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,Identity,0.9728266596794128,standard,0.027173340320587158
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,Cov (n=1),0.1814096570014953,standard,0.8185903429985046
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,Cov (n=10),0.0110296607017517,standard,0.9889703392982483
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,Cov (n=100),0.0004717111587524,standard,0.9995282888412476
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,Cov (n=500),0.000258982181549,standard,0.999741017818451
T5-Large,paws,transformer.decoder.block.17.layer.2.DenseReluDense.wo.weight,323,Cov (n=1000),0.0012345314025878,standard,0.9987654685974122
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,EigenCov,0.809400737285614,standard,0.190599262714386
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,Identity,0.9596900343894958,standard,0.04030996561050415
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,Cov (n=1),0.0662800073623657,standard,0.9337199926376343
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,Cov (n=10),0.0033670663833618,standard,0.9966329336166382
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,Cov (n=100),0.0001468062400817,standard,0.9998531937599183
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,Cov (n=500),4.810094833374024e-05,standard,0.9999518990516663
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.q.weight,324,Cov (n=1000),0.0002713799476623,standard,0.9997286200523376
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,EigenCov,0.8270922899246216,standard,0.17290771007537842
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,Identity,0.9596900343894958,standard,0.04030996561050415
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,Cov (n=1),0.0662800073623657,standard,0.9337199926376343
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,Cov (n=10),0.0033670663833618,standard,0.9966329336166382
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,Cov (n=100),0.0001468062400817,standard,0.9998531937599183
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,Cov (n=500),4.810094833374024e-05,standard,0.9999518990516663
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.k.weight,325,Cov (n=1000),0.0002713799476623,standard,0.9997286200523376
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,EigenCov,0.8493059277534485,standard,0.1506940722465515
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,Identity,0.9596900343894958,standard,0.04030996561050415
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,Cov (n=1),0.0662800073623657,standard,0.9337199926376343
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,Cov (n=10),0.0033670663833618,standard,0.9966329336166382
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,Cov (n=100),0.0001468062400817,standard,0.9998531937599183
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,Cov (n=500),4.810094833374024e-05,standard,0.9999518990516663
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.v.weight,326,Cov (n=1000),0.0002713799476623,standard,0.9997286200523376
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,EigenCov,0.7190736532211304,standard,0.28092634677886963
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,Identity,0.9553609490394592,standard,0.04463905096054077
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,Cov (n=1),0.1157811880111694,standard,0.8842188119888306
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,Cov (n=10),0.0076357722282409,standard,0.9923642277717591
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,Cov (n=100),0.0003730654716491,standard,0.9996269345283509
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,Cov (n=500),0.0001057386398315,standard,0.9998942613601685
T5-Large,paws,transformer.decoder.block.18.layer.0.SelfAttention.o.weight,327,Cov (n=1000),0.0010001063346862,standard,0.9989998936653138
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,EigenCov,0.7480298280715942,standard,0.25197017192840576
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,Identity,0.9568037986755372,standard,0.04319620132446278
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,Cov (n=1),0.0672441720962524,standard,0.9327558279037476
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,Cov (n=10),0.0037949085235595,standard,0.9962050914764405
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,Cov (n=100),0.0001732110977172,standard,0.9998267889022828
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,Cov (n=500),4.845857620239258e-05,standard,0.9999515414237976
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.q.weight,328,Cov (n=1000),0.0003355741500854,standard,0.9996644258499146
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,EigenCov,0.6295980215072632,standard,0.3704019784927368
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,Identity,0.8751116394996643,standard,0.1248883605003357
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,Cov (n=1),0.2594127058982849,standard,0.7405872941017151
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,Cov (n=10),0.0176015496253967,standard,0.9823984503746033
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,Cov (n=100),0.001607060432434,standard,0.998392939567566
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,Cov (n=500),0.0002261400222778,standard,0.9997738599777222
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.k.weight,329,Cov (n=1000),0.0007284283638,standard,0.9992715716362
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,EigenCov,0.5494071245193481,standard,0.45059287548065186
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,Identity,0.8751116394996643,standard,0.1248883605003357
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,Cov (n=1),0.2594127058982849,standard,0.7405872941017151
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,Cov (n=10),0.0176015496253967,standard,0.9823984503746033
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,Cov (n=100),0.001607060432434,standard,0.998392939567566
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,Cov (n=500),0.0002261400222778,standard,0.9997738599777222
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.v.weight,330,Cov (n=1000),0.0007284283638,standard,0.9992715716362
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,EigenCov,0.7058461904525757,standard,0.2941538095474243
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,Identity,0.9506842494010924,standard,0.04931575059890758
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,Cov (n=1),0.2746015787124634,standard,0.7253984212875366
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,Cov (n=10),0.0346779227256774,standard,0.9653220772743226
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,Cov (n=100),0.001645028591156,standard,0.998354971408844
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,Cov (n=500),0.0004879236221313,standard,0.9995120763778687
T5-Large,paws,transformer.decoder.block.18.layer.1.EncDecAttention.o.weight,331,Cov (n=1000),0.0009858012199401,standard,0.9990141987800599
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,EigenCov,0.7113319039344788,standard,0.28866809606552124
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,Identity,0.9599194526672364,standard,0.04008054733276356
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,Cov (n=1),0.0604186058044433,standard,0.9395813941955568
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,Cov (n=10),0.003202736377716,standard,0.996797263622284
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,Cov (n=100),0.0001397132873535,standard,0.9998602867126465
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,Cov (n=500),4.2438507080078125e-05,standard,0.9999575614929199
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wi.weight,332,Cov (n=1000),0.0002665519714355,standard,0.9997334480285645
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,EigenCov,0.8437792658805847,standard,0.15622073411941528
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,Identity,0.9736315011978148,standard,0.02636849880218517
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,Cov (n=1),0.1204007267951965,standard,0.8795992732048035
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,Cov (n=10),0.0084578394889831,standard,0.9915421605110168
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,Cov (n=100),0.0003064274787902,standard,0.9996935725212098
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,Cov (n=500),0.0001202821731567,standard,0.9998797178268433
T5-Large,paws,transformer.decoder.block.18.layer.2.DenseReluDense.wo.weight,333,Cov (n=1000),0.0007098317146301,standard,0.9992901682853699
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,EigenCov,0.8094170689582825,standard,0.19058293104171753
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,Identity,0.9592999219894408,standard,0.04070007801055919
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,Cov (n=1),0.0590283870697021,standard,0.9409716129302979
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,Cov (n=10),0.0031397342681884,standard,0.9968602657318116
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,Cov (n=100),0.000133454799652,standard,0.999866545200348
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,Cov (n=500),4.291534423828125e-05,standard,0.9999570846557617
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.q.weight,334,Cov (n=1000),0.0002552866935729,standard,0.9997447133064271
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,EigenCov,0.8412527441978455,standard,0.15874725580215454
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,Identity,0.9592999219894408,standard,0.04070007801055919
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,Cov (n=1),0.0590283870697021,standard,0.9409716129302979
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,Cov (n=10),0.0031397342681884,standard,0.9968602657318116
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,Cov (n=100),0.000133454799652,standard,0.999866545200348
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,Cov (n=500),4.291534423828125e-05,standard,0.9999570846557617
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.k.weight,335,Cov (n=1000),0.0002552866935729,standard,0.9997447133064271
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.v.weight,336,EigenCov,0.8544090986251831,standard,0.1455909013748169
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.v.weight,336,Identity,0.9592999219894408,standard,0.04070007801055919
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.v.weight,336,Cov (n=1),0.0590283870697021,standard,0.9409716129302979
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.v.weight,336,Cov (n=10),0.0031397342681884,standard,0.9968602657318116
T5-Large,paws,transformer.decoder.block.19.layer.0.SelfAttention.v.weight,336,Cov (n=100),0.000133454799652,standard,0.999866545200348
