model,dataset,layer_name,layer_idx,method,error,ft_method,cos_sim
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=500),0.0006781816482543,standard,0.9993218183517457
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.q.weight,268,Cov (n=1000),0.0014818310737609,standard,0.9985181689262391
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,EigenCov,0.7814093232154846,standard,0.21859067678451538
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.k.weight,269,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,EigenCov,0.8739455938339233,standard,0.12605440616607666
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.v.weight,270,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,EigenCov,0.9065402746200562,standard,0.09345972537994385
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Identity,0.933385729789734,standard,0.066614270210266
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=1),0.2333658337593078,standard,0.7666341662406921
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=10),0.056894838809967,standard,0.943105161190033
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=100),0.0063475370407104,standard,0.9936524629592896
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=500),0.0010222196578979,standard,0.998977780342102
T5-Large,qasc,transformer.decoder.block.12.layer.1.EncDecAttention.o.weight,271,Cov (n=1000),0.0019826292991638,standard,0.9980173707008362
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,EigenCov,0.8277651071548462,standard,0.1722348928451538
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Identity,0.9435642957687378,standard,0.05643570423126221
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=1),0.3130869269371032,standard,0.6869130730628967
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=10),0.0368016362190246,standard,0.9631983637809753
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=100),0.0050286650657653,standard,0.9949713349342347
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=500),0.0006230473518371,standard,0.999376952648163
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wi.weight,272,Cov (n=1000),0.0013417601585388,standard,0.9986582398414612
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,EigenCov,0.963996648788452,standard,0.03600335121154796
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Identity,0.9595828056335448,standard,0.04041719436645519
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=1),0.3794750571250915,standard,0.6205249428749084
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=10),0.0648506879806518,standard,0.9351493120193481
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=100),0.008671760559082,standard,0.991328239440918
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=500),0.0011466741561889,standard,0.9988533258438111
T5-Large,qasc,transformer.decoder.block.12.layer.2.DenseReluDense.wo.weight,273,Cov (n=1000),0.0022860765457153,standard,0.9977139234542847
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,EigenCov,0.7263699769973755,standard,0.2736300230026245
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,Identity,0.9390300512313844,standard,0.06096994876861561
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,Cov (n=1),0.3611072897911072,standard,0.6388927102088928
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,Cov (n=10),0.044061541557312,standard,0.955938458442688
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,Cov (n=100),0.0063410401344299,standard,0.9936589598655701
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,Cov (n=500),0.0007972121238708,standard,0.9992027878761292
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.q.weight,274,Cov (n=1000),0.0016859769821166,standard,0.9983140230178834
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,EigenCov,0.7291860580444336,standard,0.2708139419555664
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,Identity,0.9390300512313844,standard,0.06096994876861561
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,Cov (n=1),0.3611072897911072,standard,0.6388927102088928
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,Cov (n=10),0.044061541557312,standard,0.955938458442688
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,Cov (n=100),0.0063410401344299,standard,0.9936589598655701
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,Cov (n=500),0.0007972121238708,standard,0.9992027878761292
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.k.weight,275,Cov (n=1000),0.0016859769821166,standard,0.9983140230178834
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,EigenCov,0.9370380640029908,standard,0.06296193599700917
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,Identity,0.9390300512313844,standard,0.06096994876861561
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,Cov (n=1),0.3611072897911072,standard,0.6388927102088928
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,Cov (n=10),0.044061541557312,standard,0.955938458442688
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,Cov (n=100),0.0063410401344299,standard,0.9936589598655701
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,Cov (n=500),0.0007972121238708,standard,0.9992027878761292
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.v.weight,276,Cov (n=1000),0.0016859769821166,standard,0.9983140230178834
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,EigenCov,0.9360492825508118,standard,0.06395071744918823
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,Identity,0.9483456015586852,standard,0.05165439844131481
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,Cov (n=1),0.2768610119819641,standard,0.7231389880180359
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,Cov (n=10),0.0315609574317932,standard,0.9684390425682068
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,Cov (n=100),0.0042812228202819,standard,0.9957187771797181
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,Cov (n=500),0.0006583929061889,standard,0.9993416070938111
T5-Large,qasc,transformer.decoder.block.13.layer.0.SelfAttention.o.weight,277,Cov (n=1000),0.0013898611068725,standard,0.9986101388931276
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,EigenCov,0.7973266839981079,standard,0.2026733160018921
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,Identity,0.9391704797744752,standard,0.06082952022552479
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,Cov (n=1),0.2695844769477844,standard,0.7304155230522156
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,Cov (n=10),0.0333236455917358,standard,0.9666763544082642
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,Cov (n=100),0.0048419833183288,standard,0.9951580166816713
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,Cov (n=500),0.0006279349327087,standard,0.9993720650672913
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.q.weight,278,Cov (n=1000),0.0013484954833984,standard,0.9986515045166016
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,EigenCov,0.8191497921943665,standard,0.18085020780563354
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.k.weight,279,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,EigenCov,0.8877647519111633,standard,0.11223524808883667
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,Identity,0.8681827783584595,standard,0.13181722164154053
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,Cov (n=1),0.1188575625419616,standard,0.8811424374580384
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,Cov (n=10),0.015447974205017,standard,0.984552025794983
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,Cov (n=100),0.0014064311981201,standard,0.9985935688018799
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,Cov (n=500),0.0002201199531555,standard,0.9997798800468445
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.v.weight,280,Cov (n=1000),0.0004448890686035,standard,0.9995551109313965
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,EigenCov,0.9048614501953124,standard,0.09513854980468761
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,Identity,0.9217320680618286,standard,0.07826793193817139
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,Cov (n=1),0.331474244594574,standard,0.668525755405426
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,Cov (n=10),0.0602486729621887,standard,0.9397513270378113
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,Cov (n=100),0.0101318955421447,standard,0.9898681044578553
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,Cov (n=500),0.0011443495750427,standard,0.9988556504249573
T5-Large,qasc,transformer.decoder.block.13.layer.1.EncDecAttention.o.weight,281,Cov (n=1000),0.0023357272148132,standard,0.9976642727851868
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,EigenCov,0.8395832777023315,standard,0.16041672229766846
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,Identity,0.9442731142044068,standard,0.05572688579559315
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,Cov (n=1),0.2879717946052551,standard,0.7120282053947449
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,Cov (n=10),0.0329235792160034,standard,0.9670764207839966
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,Cov (n=100),0.0047175884246826,standard,0.9952824115753174
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,Cov (n=500),0.0005676746368408,standard,0.9994323253631592
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wi.weight,282,Cov (n=1000),0.0012022852897644,standard,0.9987977147102356
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,EigenCov,0.9676245450973512,standard,0.032375454902648815
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,Identity,0.9646005630493164,standard,0.035399436950683594
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,Cov (n=1),0.3683103322982788,standard,0.6316896677017212
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,Cov (n=10),0.0408517122268676,standard,0.9591482877731324
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,Cov (n=100),0.0063058733940124,standard,0.9936941266059875
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,Cov (n=500),0.0008115768432617,standard,0.9991884231567383
T5-Large,qasc,transformer.decoder.block.13.layer.2.DenseReluDense.wo.weight,283,Cov (n=1000),0.0015209913253784,standard,0.9984790086746216
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,EigenCov,0.7303513288497925,standard,0.2696486711502075
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,Identity,0.9410073161125184,standard,0.05899268388748158
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,Cov (n=1),0.331809401512146,standard,0.668190598487854
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,Cov (n=10),0.0365444421768188,standard,0.9634555578231812
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,Cov (n=100),0.0056652426719665,standard,0.9943347573280334
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,Cov (n=500),0.000687837600708,standard,0.999312162399292
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.q.weight,284,Cov (n=1000),0.0014374256134033,standard,0.9985625743865967
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,EigenCov,0.7467933893203735,standard,0.25320661067962646
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,Identity,0.9410073161125184,standard,0.05899268388748158
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,Cov (n=1),0.331809401512146,standard,0.668190598487854
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,Cov (n=10),0.0365444421768188,standard,0.9634555578231812
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,Cov (n=100),0.0056652426719665,standard,0.9943347573280334
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,Cov (n=500),0.000687837600708,standard,0.999312162399292
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.k.weight,285,Cov (n=1000),0.0014374256134033,standard,0.9985625743865967
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,EigenCov,0.9225473403930664,standard,0.0774526596069336
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,Identity,0.9410073161125184,standard,0.05899268388748158
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,Cov (n=1),0.331809401512146,standard,0.668190598487854
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,Cov (n=10),0.0365444421768188,standard,0.9634555578231812
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,Cov (n=100),0.0056652426719665,standard,0.9943347573280334
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,Cov (n=500),0.000687837600708,standard,0.999312162399292
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.v.weight,286,Cov (n=1000),0.0014374256134033,standard,0.9985625743865967
T5-Large,qasc,transformer.decoder.block.14.layer.0.SelfAttention.o.weight,287,EigenCov,0.9501764178276062,standard,0.0498235821723938
