dataset,layer_name,layer_idx,method,error,k,ft_method
EuroSAT,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.8815544541177406,64,lora
EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9898988096416924,8,lora
EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9805859120327465,32,lora
EuroSAT,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9646351296889878,64,lora
EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.940190955705076,8,lora
EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.9231653921673274,32,lora
EuroSAT,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.8766562218999614,64,lora
EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9822236005107683,8,lora
EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.958217656809047,32,lora
EuroSAT,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9419203490212303,64,lora
EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9320737778243982,8,lora
EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9163785209047162,32,lora
EuroSAT,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.8637215891047451,64,lora
EuroSAT,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9777182668106308,8,lora
EuroSAT,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9588711652396569,32,lora
EuroSAT,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9423730387812206,64,lora
EuroSAT,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.9482660617669334,8,lora
EuroSAT,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.9145229605078017,32,lora
EuroSAT,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.8589371933731328,64,lora
EuroSAT,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9688771745984596,8,lora
EuroSAT,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9540324767710067,32,lora
EuroSAT,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9385777303324169,64,lora
EuroSAT,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.937408312729149,8,lora
EuroSAT,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.9069914609824921,32,lora
EuroSAT,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.8551767188890961,64,lora
EuroSAT,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9883249801743805,8,lora
EuroSAT,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.966667760153964,32,lora
EuroSAT,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.950474553828745,64,lora
EuroSAT,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.9323567966668218,8,lora
EuroSAT,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.9016495205790201,32,lora
EuroSAT,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8544729817316125,64,lora
EuroSAT,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9898320528271352,8,lora
EuroSAT,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9565901643075252,32,lora
EuroSAT,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9337021895208802,64,lora
GTSRB,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.9609776539845375,8,lora
GTSRB,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.9323324336492905,32,lora
GTSRB,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.8798033453965309,64,lora
GTSRB,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9819459479717656,8,lora
GTSRB,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9762033593548816,32,lora
GTSRB,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9620968037204388,64,lora
GTSRB,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.939090756177702,8,lora
GTSRB,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.924191858685697,32,lora
GTSRB,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.8741984162726276,64,lora
GTSRB,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9813593036817815,8,lora
GTSRB,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9629830415729663,32,lora
GTSRB,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9435306040635563,64,lora
GTSRB,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9239884757860409,8,lora
GTSRB,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9120805411687662,32,lora
GTSRB,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.8624567898524403,64,lora
GTSRB,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9778750701965925,8,lora
GTSRB,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9646809399753719,32,lora
GTSRB,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9485365255972493,64,lora
GTSRB,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.9348174614374887,8,lora
GTSRB,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.9085386735848358,32,lora
GTSRB,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.8576122125651411,64,lora
GTSRB,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9755625154003453,8,lora
GTSRB,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9497270915363357,32,lora
GTSRB,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9386269076944409,64,lora
GTSRB,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.9302483760527096,8,lora
GTSRB,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.9058078690999556,32,lora
GTSRB,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.8572084724942025,64,lora
GTSRB,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9867552290976687,8,lora
GTSRB,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9595506465788243,32,lora
GTSRB,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9449226725073956,64,lora
GTSRB,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.9155750779565236,8,lora
GTSRB,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8971050128639093,32,lora
GTSRB,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8537846504452566,64,lora
GTSRB,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9861109507089431,8,lora
GTSRB,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9579493416379969,32,lora
GTSRB,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9353526667883184,64,lora
MNIST,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.9594501893787831,8,lora
MNIST,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.9311509882881224,32,lora
MNIST,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.8737810917143399,64,lora
MNIST,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9858771945319241,8,lora
MNIST,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.982085042556438,32,lora
MNIST,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9626432947450305,64,lora
MNIST,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.9327506833379234,8,lora
MNIST,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.918290856791825,32,lora
MNIST,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.8613351968997335,64,lora
MNIST,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.980939122123917,8,lora
MNIST,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.958867623479399,32,lora
MNIST,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9336131693886977,64,lora
MNIST,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9292182604480139,8,lora
MNIST,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9097208702284827,32,lora
MNIST,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.8536008424655925,64,lora
MNIST,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9723507828028749,8,lora
MNIST,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9617702569998197,32,lora
MNIST,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9401212013028581,64,lora
MNIST,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.928426516041279,8,lora
MNIST,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.9062063707919993,32,lora
MNIST,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.8513038498477172,64,lora
MNIST,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9786177665900594,8,lora
MNIST,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9561945604193288,32,lora
MNIST,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.938558226347787,64,lora
MNIST,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.9279661945338253,8,lora
MNIST,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.8984622046621152,32,lora
MNIST,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.84727601140317,64,lora
MNIST,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.989089034455463,8,lora
MNIST,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9610942100948416,32,lora
MNIST,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9476441993276825,64,lora
MNIST,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.9279601842739938,8,lora
MNIST,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8903401971083584,32,lora
MNIST,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8458442519711538,64,lora
MNIST,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9786482471934906,8,lora
MNIST,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9636580152172601,32,lora
MNIST,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9445333517247049,64,lora
SVHN,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.95937634904371,8,lora
SVHN,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.9354830977138299,32,lora
SVHN,model.visual.transformer.resblocks.0.mlp.c_fc.weight,13,EigenCov,0.8869381610035262,64,lora
SVHN,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9883493431919119,8,lora
SVHN,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9824270907364927,32,lora
SVHN,model.visual.transformer.resblocks.0.mlp.c_proj.weight,15,EigenCov,0.9672202045078561,64,lora
SVHN,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.9472517230942953,8,lora
SVHN,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.921625155759431,32,lora
SVHN,model.visual.transformer.resblocks.1.mlp.c_fc.weight,21,EigenCov,0.873295465264352,64,lora
SVHN,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9807075124682665,8,lora
SVHN,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9659535051686285,32,lora
SVHN,model.visual.transformer.resblocks.1.mlp.c_proj.weight,23,EigenCov,0.9525326416076515,64,lora
SVHN,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9270640116026864,8,lora
SVHN,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.9076698690609752,32,lora
SVHN,model.visual.transformer.resblocks.2.mlp.c_fc.weight,29,EigenCov,0.8598922814920729,64,lora
SVHN,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9806036208340358,8,lora
SVHN,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9659055304160448,32,lora
SVHN,model.visual.transformer.resblocks.2.mlp.c_proj.weight,31,EigenCov,0.9484261042056674,64,lora
SVHN,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.9432169068781114,8,lora
SVHN,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.907623826177623,32,lora
SVHN,model.visual.transformer.resblocks.3.mlp.c_fc.weight,37,EigenCov,0.8560268497677903,64,lora
SVHN,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9814610487946437,8,lora
SVHN,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9516640050931127,32,lora
SVHN,model.visual.transformer.resblocks.3.mlp.c_proj.weight,39,EigenCov,0.9407280256651185,64,lora
SVHN,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.9306317447691062,8,lora
SVHN,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.9030311290577916,32,lora
SVHN,model.visual.transformer.resblocks.4.mlp.c_fc.weight,45,EigenCov,0.8534558906732067,64,lora
SVHN,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9889015358139331,8,lora
SVHN,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9644623167740002,32,lora
SVHN,model.visual.transformer.resblocks.4.mlp.c_proj.weight,47,EigenCov,0.9549773180935806,64,lora
SVHN,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.9237607298688536,8,lora
SVHN,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8949880061643235,32,lora
SVHN,model.visual.transformer.resblocks.5.mlp.c_fc.weight,53,EigenCov,0.8501770963076375,64,lora
SVHN,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9902962380730519,8,lora
SVHN,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9456804694526255,32,lora
SVHN,model.visual.transformer.resblocks.5.mlp.c_proj.weight,55,EigenCov,0.9304504123480279,64,lora
